Date,Description,Original Description,Amount,Transaction Type,Category,Account Name
8/3/2017,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,88 Totally Green Checking
8/3/2017,Uber.com,Credit Card Advance UBER TECHNOLOGIES INC 866-576-1039 CADate 08/03/17 24692167215100074090233 4121Card #7391,3.87,debit,Rental Car & Taxi,50 Platinum Visa
8/9/2017,Uber.com,Credit Card Advance UBER AUG09 DXB5M HELP.UBER.COM CADate 08/09/17 24492157221713282082068 4121Card #7391,4.28,debit,Rental Car & Taxi,50 Platinum Visa
8/9/2017,Aramark,Credit Card Advance USA*ARAMARK - FREMON VE SAN JOSE CADate 08/09/17 24692167221100408713130 5814Card #7391,0.85,debit,Food & Dining,50 Platinum Visa
8/9/2017,Aramark,Credit Card Advance ARAMARK CISCO EAT @ BRI SAN JOSE CADate 08/08/17 24755427221162210434604 5814Card #7391,7.3,debit,Restaurants,50 Platinum Visa
8/9/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 08/09/17 24692167221100030997309 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
8/9/2017,Uber.com,Credit Card Advance UBER AUG08 JDFA5 HELP.UBER.COM CADate 08/08/17 24492157221713260283167 4121Card #7391,4.05,debit,Rental Car & Taxi,50 Platinum Visa
8/10/2017,Uber.com,Credit Card Advance UBER AUG10 GK2OI HELP.UBER.COM CADate 08/10/17 24492157222713312619615 4121Card #7391,5.69,debit,Rental Car & Taxi,50 Platinum Visa
8/10/2017,Advance O Flahertys,Credit Card Advance O'FLAHERTYS SAN JOSE CADate 08/09/17 24275397222900017392144 5813Card #7391,30,debit,Credit Card Payment,50 Platinum Visa
8/11/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 08/11/17 24692167223100327062757 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
8/11/2017,Aramark,Credit Card Advance ARAMARK CISCO EAT @ BRI SAN JOSE CADate 08/10/17 24755427223162232311598 5814Card #7391,8.73,debit,Restaurants,50 Platinum Visa
8/11/2017,Uber.com,Credit Card Advance UBER AUG10 RTOJM HELP.UBER.COM CADate 08/10/17 24492157223717324876054 4121Card #7391,4.6,debit,Rental Car & Taxi,50 Platinum Visa
8/12/2017,Uber.com,Credit Card Advance UBER AUG11 AACW2 HELP.UBER.COM CADate 08/11/17 24492157223715343509755 4121Card #7391,3.95,debit,Rental Car & Taxi,50 Platinum Visa
8/12/2017,Aramark,Credit Card Advance ARAMARK CISCO EAT @ BRI SAN JOSE CADate 08/11/17 24755427224162247880057 5814Card #7391,7.3,debit,Restaurants,50 Platinum Visa
8/12/2017,Delta,Credit Card Advance DELTA AIR Baggage Fee SAN JOSE CADate 08/11/17 24717057224872240916946 3058Card #7391,25,debit,Air Travel,50 Platinum Visa
8/12/2017,Uber.com,Credit Card Advance UBER TRIP LW63K HELP.UBER.COM CADate 08/12/17 24492157224719375476528 4121Card #7391,16.05,debit,Rental Car & Taxi,50 Platinum Visa
8/13/2017,McDonald's,Credit Card Advance MCDONALD'S F35687 COLLEGE PARK GADate 08/12/17 24427337225710007894508 5814Card #7391,8.41,debit,Fast Food,50 Platinum Visa
8/13/2017,Transfer to 88 Totally Green Checking,Home Banking Withdrawal To Share 88,777.93,debit,Transfer,28 Insured Money Management Acct
8/13/2017,ATM Withdrawal,ATM Withdrawal #000000005858ATM MICHIGAN STATE UNIV FCU 4825 EAST MT.HOPE EAST LANSING MI 734017Card #0600,60,debit,Cash & ATM,88 Totally Green Checking
8/13/2017,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,159.37,debit,Credit Card Payment,88 Totally Green Checking
8/13/2017,ATM Withdrawal,ATM Withdrawal #000000005860ATM MICHIGAN STATE UNIV FCU 4825 EAST MT.HOPE EAST LANSING MI 734017Card #0600,10,debit,Cash & ATM,88 Totally Green Checking
8/14/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 08/14/17 24692167226100194375529 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
8/14/2017,Comcast,Credit Card Advance COMCAST 800-934-6489 MIDate 08/14/17 24692167226100098359207 4899Card #7391,50,debit,Television,50 Platinum Visa
8/14/2017,Transfer to Discover,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,124.82,debit,Credit Card Payment,88 Totally Green Checking
8/14/2017,Chase,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,153.49,debit,Credit Card Payment,88 Totally Green Checking
8/15/2017,Arby's,Credit Card Advance ARBYS 0011 LANSING MIDate 08/14/17 24431067227838000033769 5814Card #7391,14.38,debit,Fast Food,50 Platinum Visa
8/16/2017,Venmotype Verifyban Id,ACH Withdrawal VENMOTYPE: VERIFYBAN ID: XXXXXXXXXX CO: VENMO,0.08,debit,Shopping,88 Totally Green Checking
8/16/2017,Venmotype Verifyban Id,ACH Withdrawal VENMOTYPE: VERIFYBAN ID: XXXXXXXXXX CO: VENMO,0.18,debit,Shopping,88 Totally Green Checking
8/17/2017,Transfer to 88 Totally Green Checking,Home Banking Withdrawal To Share 88,217.17,debit,Transfer,28 Insured Money Management Acct
8/17/2017,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,88 Totally Green Checking
8/18/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 08/18/17 24692167230100790164461 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
8/18/2017,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,76.11,debit,Credit Card Payment,88 Totally Green Checking
8/19/2017,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,10,debit,Credit Card Payment,88 Totally Green Checking
8/22/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 08/22/17 24692167234100289280006 5499Card #7391,15,debit,Coffee Shops,50 Platinum Visa
8/22/2017,135 Kezdie Prorated August rent,Draft Withdrawal 001015,400,debit,Mortgage & Rent,88 Totally Green Checking
8/22/2017,Advance Bb Nrdc,Credit Card Advance BB *NRDC 212-727-2700 NYDate 08/21/17 24055237234026996660655 8398Card #7391,10,debit,Credit Card Payment,50 Platinum Visa
8/22/2017,Transfer to 88 Totally Green Checking,Home Banking Withdrawal To Share 88,630,debit,Transfer,28 Insured Money Management Acct
8/22/2017,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,10,debit,Credit Card Payment,88 Totally Green Checking
8/23/2017,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,26.66,debit,Credit Card Payment,88 Totally Green Checking
8/23/2017,Advance Msu Surplus,Credit Card Advance MSU SURPLUS STORE EAST LANSING MIDate 08/22/17 24435657234286702601753 5931Card #7391,11.66,debit,Credit Card Payment,50 Platinum Visa
8/23/2017,Transfer to Amazon Prime Reward: Chase ,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,824.7,debit,Credit Card Payment,88 Totally Green Checking
8/29/2017,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,284.84,debit,Credit Card Payment,88 Totally Green Checking
8/29/2017,Chase,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,76.79,debit,Credit Card Payment,88 Totally Green Checking
8/29/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 08/29/17 24692167241100666092298 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
8/31/2017,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Roth IRA contributio,88 Totally Green Checking
9/1/2017,Advance Msu Payments,Credit Card Advance MSU PAYMENTS 517-355-5023 MIDate 08/31/17 24435657243207051008266 8220Card #7391,50,debit,Credit Card Payment,50 Platinum Visa
9/2/2017,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,60,debit,Credit Card Payment,88 Totally Green Checking
9/3/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 09/03/17 24692167246100027283607 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
9/4/2017,Transfer to 88 Totally Green Checking,Home Banking Withdrawal To Share 88,675,debit,Transfer,28 Insured Money Management Acct
9/5/2017,135 Kedzie rent,Draft Withdrawal 001018,675,debit,Mortgage & Rent,88 Totally Green Checking
9/5/2017,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,123.57,debit,Credit Card Payment,88 Totally Green Checking
9/5/2017,Discover Banktype Trialdebit,ACH Withdrawal DISCOVER BANKTYPE: TRIALDEBIT ID: XXXXXXXXXXCO: DISCOVER BANK,0.81,debit,Credit Card Payment,88 Totally Green Checking
9/5/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 09/05/17 24692167248100200361657 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
9/6/2017,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,20,debit,Credit Card Payment,88 Totally Green Checking
9/6/2017,Chase,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,62.19,debit,Credit Card Payment,88 Totally Green Checking
9/7/2017,Discover Banktype Net,ACH Withdrawal DISCOVER BANKTYPE: NET/MOBILE ID: XXXXXXXXXXCO: DISCOVER BANK,1500,debit,Credit Card Payment,28 Insured Money Management Acct
9/9/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 09/09/17 24692167252100884904726 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
9/11/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 09/11/17 24692167254100064747596 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
9/11/2017,Transfer to Amazon Prime Reward: Chase ,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,8.96,debit,Credit Card Payment,88 Totally Green Checking
9/14/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 09/14/17 24692167257100953427695 5499Card #7391,15,debit,Coffee Shops,50 Platinum Visa
9/14/2017,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,100,debit,Roth IRA contributio,88 Totally Green Checking
9/15/2017,Discover,ACH Withdrawal DISCOVER,543.49,debit,Credit Card Payment,Discover Savings
9/16/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 09/16/17 24692167259100295825430 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
9/18/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 09/18/17 24692167261100541915064 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
9/20/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 09/20/17 24692167263100802478941 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
9/23/2017,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,65,debit,Credit Card Payment,88 Totally Green Checking
9/25/2017,Transfer to 88 Totally Green Checking,Home Banking Withdrawal To Share 88,195.29,debit,Transfer,28 Insured Money Management Acct
9/25/2017,PayPal,ACH Withdrawal PAYPALTYPE: TRANSFER ID: PAYPALSD22 CO: PAYPAL,90,debit,Shopping,88 Totally Green Checking
9/28/2017,Advance Nrdc Nydate,Credit Card Advance NRDC 212-727-4600 NYDate 09/28/17 24492157271713035248627 8398Card #7391,10,debit,Credit Card Payment,50 Platinum Visa
9/28/2017,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,100,debit,Roth IRA contributio,88 Totally Green Checking
9/29/2017,Michigan State University,ACH Withdrawal MICHIGAN STATE UNIVERSITY FCU,250,debit,Transfer,Discover Savings
10/1/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 10/01/17 24692167274100197126680 5499Card #7391,15,debit,Coffee Shops,50 Platinum Visa
10/2/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 10/02/17 24692167275100773557059 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
10/3/2017,Withdrawal Share,Withdrawal To Share 88,2.77,debit,Transfer,08 Spartan Saver
10/3/2017,Withdrawal Share,Withdrawal To Share 88,2.77,debit,Transfer,08 Spartan Saver
10/3/2017,Withdrawal Share,Withdrawal To Share 88,2.77,debit,Transfer,08 Spartan Saver
10/3/2017,Transfer to 88 Totally Green Checking,Withdrawal To Share 88,0.04,debit,Transfer,28 Insured Money Management Acct
10/3/2017,Transfer to 88 Totally Green Checking,Withdrawal To Share 88,2.77,debit,Transfer,08 Spartan Saver
10/3/2017,October Rent for 135 Kedzie,Draft Withdrawal 001019,675,debit,Mortgage & Rent,88 Totally Green Checking
10/3/2017,Transfer to 88 Totally Green Checking,Advance To Share 88,100,debit,Transfer,50 Platinum Visa
10/4/2017,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,135.02,debit,Credit Card Payment,88 Totally Green Checking
10/5/2017,Discover,ACH Withdrawal DISCOVER,371.95,debit,Credit Card Payment,Discover Savings
10/5/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 10/05/17 24692167278100189418786 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
10/6/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 10/06/17 24692167279100619792692 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
10/10/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 10/10/17 24692167283100256915345 5499Card #7391,15,debit,Coffee Shops,50 Platinum Visa
10/12/2017,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,100,debit,Roth IRA contributio,88 Totally Green Checking
10/13/2017,Chase Crdtype Epay,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,178.79,debit,Credit Card Payment,88 Totally Green Checking
10/13/2017,Advance Sparty Hubbard,Credit Card Advance SPARTY'S HUBBARD EAST LANSING MIDate 10/12/17 24435657286200057300926 8220Card #7391,5.29,debit,Credit Card Payment,50 Platinum Visa
10/14/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 10/14/17 24692167287100008479851 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
10/18/2017,Advance Sparty Hubbard,Credit Card Advance SPARTY'S HUBBARD EAST LANSING MIDate 10/17/17 24435657291200732701004 8220Card #7391,5.29,debit,Credit Card Payment,50 Platinum Visa
10/18/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 10/18/17 24692167291100649901853 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
10/22/2017,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,75.58,debit,Credit Card Payment,88 Totally Green Checking
10/22/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 10/22/17 24692167295100285341253 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
10/26/2017,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,100,debit,Roth IRA contributio,88 Totally Green Checking
10/27/2017,Discover,ACH Withdrawal DISCOVER,653.33,debit,Credit Card Payment,Discover Savings
10/29/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 10/29/17 24692167302200165466682 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
10/29/2017,Advance Nrdc Nydate,Credit Card Advance NRDC 212-727-4600 NYDate 10/28/17 24492157301719198555678 8398Card #7391,10,debit,Credit Card Payment,50 Platinum Visa
10/31/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 10/31/17 24692167304200250311692 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
11/2/2017,135 Kedzie rent,Draft Withdrawal 001020,675,debit,Mortgage & Rent,88 Totally Green Checking
11/2/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 11/02/17 24692167306200471042553 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
11/3/2017,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,223.03,debit,Credit Card Payment,88 Totally Green Checking
11/4/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 11/04/17 24692167308200864219071 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
11/5/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 11/05/17 24692167309200509367532 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
11/6/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 11/06/17 24692167310200082445272 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
11/7/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 11/07/17 24692167311200700217417 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
11/7/2017,Comcast,Credit Card Advance COMCAST 800-934-6489 MIDate 11/07/17 24692167311200579691791 4899Card #7391,49.99,debit,Television,50 Platinum Visa
11/9/2017,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,100,debit,Roth IRA contributio,88 Totally Green Checking
11/12/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 11/12/17 24692167316200003652745 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
11/12/2017,Transfer to 28 Insured Money Management Acct,Home Banking Withdrawal To Share 28,225,debit,Transfer,88 Totally Green Checking
11/14/2017,Mi St Univ,ACH Withdrawal MI. ST. UNIV.TYPE: MSU ACH ID: XXXXXXXXXXCO: MI. ST. UNIV.,225,debit,Investments,28 Insured Money Management Acct
11/17/2017,Discover,ACH Withdrawal DISCOVER,427.26,debit,Credit Card Payment,Discover Savings
11/22/2017,Chase Crdtype Epay,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,78.1,debit,Credit Card Payment,88 Totally Green Checking
11/24/2017,Comcast,ACH Withdrawal COMCASTTYPE: CABLE SVC ID: XXXXXXXXXXCO: COMCAST,49.99,debit,Television,88 Totally Green Checking
11/24/2017,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,100,debit,Roth IRA contributio,88 Totally Green Checking
11/27/2017,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,139.99,debit,Credit Card Payment,88 Totally Green Checking
12/4/2017,Discover,ACH Withdrawal DISCOVER,588.05,debit,Credit Card Payment,Discover Savings
12/6/2017,Transfer to Amazon Prime Reward: Chase ,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,164.78,debit,Credit Card Payment,88 Totally Green Checking
12/7/2017,Transfer to 88 Totally Green Checking,Advance To Share 88,200,debit,Transfer,50 Platinum Visa
12/7/2017,135 Kedzie rent,Draft Withdrawal 001016,675,debit,Mortgage & Rent,88 Totally Green Checking
12/7/2017,Transfer to Discover Savings,ACH Withdrawal DISCOVER BANKTYPE: NET/MOBILE ID: XXXXXXXXXXCO: DISCOVER BANK,3000,debit,Transfer,88 Totally Green Checking
12/7/2017,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,100,debit,Roth IRA contributio,88 Totally Green Checking
12/9/2017,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,200.1,debit,Credit Card Payment,88 Totally Green Checking
12/18/2017,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,283.33,debit,Credit Card Payment,88 Totally Green Checking
12/21/2017,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,100,debit,Roth IRA contributio,88 Totally Green Checking
12/22/2017,Transfer to 88 Totally Green Checking,Home Banking Withdrawal To Share 88,77.85,debit,Transfer,28 Insured Money Management Acct
12/26/2017,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,550,debit,Credit Card Payment,88 Totally Green Checking
1/2/2018,Venmotype Id Venmo,ACH Withdrawal VENMOTYPE: PAYMENT ID: XXXXXXXXXX CO: VENMO,150,debit,Gift,88 Totally Green Checking
1/3/2018,Chase,ACH Withdrawal CHASE CREDIT CRD,201.65,debit,Credit Card Payment,Discover Savings
1/3/2018,Discover,ACH Withdrawal DISCOVER,439.24,debit,Credit Card Payment,Discover Savings
1/3/2018,135 Kedzie rent,Draft Withdrawal 001021,675,debit,Mortgage & Rent,88 Totally Green Checking
1/4/2018,Transfer to 88 Totally Green Checking,Advance To Share 88,100,debit,Transfer,50 Platinum Visa
1/4/2018,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,100,debit,Roth IRA contributio,88 Totally Green Checking
1/5/2018,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,100.02,debit,Credit Card Payment,88 Totally Green Checking
1/8/2018,Discover,ACH Withdrawal DISCOVER,390.72,debit,Credit Card Payment,Discover Savings
1/12/2018,Chase,ACH Withdrawal CHASE CREDIT CRD,102.19,debit,Credit Card Payment,Discover Savings
1/18/2018,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,100,debit,Roth IRA contributio,88 Totally Green Checking
1/24/2018,Michigan State University,ACH Withdrawal MICHIGAN STATE UNIVERSITY FCU,750,debit,Transfer,Discover Savings
